22	22	126
1	3
1	7
1	14
1	15
1	18
1	19
2	7
2	8
2	9
2	15
2	16
2	18
3	1
3	7
3	12
3	15
3	17
3	19
3	21
3	22
4	22
5	7
5	14
5	17
5	20
5	22
6	9
6	10
6	11
6	15
6	17
7	1
7	2
7	3
7	5
7	9
7	10
8	2
8	15
8	16
8	17
8	19
8	22
9	2
9	6
9	7
9	15
9	17
10	6
10	7
10	14
10	21
11	6
11	18
11	19
11	20
12	3
12	17
13	14
13	18
14	1
14	5
14	10
14	13
14	17
14	18
14	21
14	22
15	1
15	2
15	3
15	6
15	8
15	9
15	17
15	19
15	20
15	22
16	2
16	8
16	18
16	21
17	3
17	5
17	6
17	8
17	9
17	12
17	14
17	15
17	18
17	22
18	1
18	2
18	11
18	13
18	14
18	16
18	17
18	20
19	1
19	3
19	8
19	11
19	15
19	21
19	22
20	5
20	11
20	15
20	18
20	22
21	3
21	10
21	14
21	16
21	19
22	3
22	4
22	5
22	8
22	14
22	15
22	17
22	19
22	20
