20	20	120
1	5
1	11
1	13
1	19
2	4
2	7
2	9
2	10
2	11
2	12
2	13
2	14
2	16
2	19
3	5
3	15
3	17
3	18
3	19
3	20
4	2
4	5
4	6
4	8
4	12
4	16
4	17
5	1
5	3
5	4
5	6
5	10
5	13
5	18
5	20
6	4
6	5
6	9
6	13
6	15
6	16
6	17
7	2
7	11
7	13
7	14
8	4
8	9
8	13
8	17
8	19
9	2
9	6
9	8
9	13
9	14
9	17
9	19
10	2
10	5
10	12
10	14
10	18
10	20
11	1
11	2
11	7
11	13
11	15
11	18
12	2
12	4
12	10
12	20
13	1
13	2
13	5
13	6
13	7
13	8
13	9
13	11
13	16
14	2
14	7
14	9
14	10
14	15
15	3
15	6
15	11
15	14
15	17
16	2
16	4
16	6
16	13
17	3
17	4
17	6
17	8
17	9
17	15
17	18
17	20
18	3
18	5
18	10
18	11
18	17
19	1
19	2
19	3
19	8
19	9
20	3
20	5
20	10
20	12
20	17
