23	23	136
1	2
1	10
1	12
1	14
1	19
2	1
2	8
2	9
2	17
2	19
2	21
2	22
2	23
3	8
3	16
3	19
3	20
3	21
4	10
4	19
5	10
5	16
5	18
5	20
5	22
6	12
6	20
6	21
7	10
7	15
7	18
7	19
7	20
7	21
7	23
8	2
8	3
8	11
8	17
8	20
8	21
8	23
9	2
9	21
9	22
10	1
10	4
10	5
10	7
10	11
10	15
10	17
10	18
10	21
10	22
11	8
11	10
11	13
11	14
11	19
12	1
12	6
12	14
12	23
13	11
13	14
14	1
14	11
14	12
14	13
14	17
14	19
14	21
14	22
15	7
15	10
15	19
15	22
16	3
16	5
16	18
17	2
17	8
17	10
17	14
17	19
17	20
18	5
18	7
18	10
18	16
18	19
18	21
18	23
19	1
19	2
19	3
19	4
19	7
19	11
19	14
19	15
19	17
19	18
19	22
20	3
20	5
20	6
20	7
20	8
20	17
20	23
21	2
21	3
21	6
21	7
21	8
21	9
21	10
21	14
21	18
21	23
22	2
22	5
22	9
22	10
22	14
22	15
22	19
23	2
23	7
23	8
23	12
23	18
23	20
23	21
