22	22	126
1	7
1	11
1	13
1	19
1	20
2	5
2	9
2	13
2	16
2	17
3	8
3	9
3	13
4	9
4	10
4	12
4	17
5	2
5	16
5	17
5	21
6	7
6	11
6	13
6	16
7	1
7	6
7	8
7	10
7	11
7	13
7	14
7	17
7	19
7	22
8	3
8	7
8	12
8	16
8	19
9	2
9	3
9	4
9	11
9	14
10	4
10	7
10	11
10	12
10	17
10	21
11	1
11	6
11	7
11	9
11	10
11	16
11	17
11	19
11	21
11	22
12	4
12	8
12	10
12	18
12	20
13	1
13	2
13	3
13	6
13	7
13	15
13	18
13	19
13	20
13	21
14	7
14	9
14	15
14	18
15	13
15	14
15	22
16	2
16	5
16	6
16	8
16	11
16	21
16	22
17	2
17	4
17	5
17	7
17	10
17	11
17	18
18	12
18	13
18	14
18	17
18	20
19	1
19	7
19	8
19	11
19	13
20	1
20	12
20	13
20	18
20	21
20	22
21	5
21	10
21	11
21	13
21	16
21	20
21	22
22	7
22	11
22	15
22	16
22	20
22	21
