21	21	128
1	2
1	6
1	7
1	9
1	10
1	11
1	12
1	16
2	1
2	4
2	5
2	7
2	10
2	14
2	17
2	19
2	20
3	6
3	12
3	13
3	15
3	20
4	2
4	8
4	12
4	15
4	17
5	2
5	12
5	13
5	16
5	19
6	1
6	3
6	7
6	10
6	12
6	14
6	15
6	16
6	21
7	1
7	2
7	6
7	9
7	11
7	12
7	20
8	4
8	9
8	11
8	18
9	1
9	7
9	8
9	10
9	17
9	19
9	21
10	1
10	2
10	6
10	9
10	16
10	17
10	19
10	20
11	1
11	7
11	8
11	13
11	16
11	19
12	1
12	3
12	4
12	5
12	6
12	7
12	17
13	3
13	5
13	11
13	15
13	17
14	2
14	6
14	17
14	21
15	3
15	4
15	6
15	13
15	17
15	18
16	1
16	5
16	6
16	10
16	11
16	21
17	2
17	4
17	9
17	10
17	12
17	13
17	14
17	15
18	8
18	15
18	20
18	21
19	2
19	5
19	9
19	10
19	11
20	2
20	3
20	7
20	10
20	18
21	6
21	9
21	14
21	16
21	18
