19	19	112
1	3
1	8
1	9
1	10
1	11
1	14
1	16
1	17
2	3
2	10
3	1
3	2
3	9
3	11
3	13
4	5
4	8
4	9
4	13
4	17
5	4
5	6
5	8
5	9
5	11
5	12
5	13
5	19
6	5
6	9
6	11
7	9
7	10
7	11
7	12
7	13
7	14
7	17
8	1
8	4
8	5
8	10
8	11
8	12
8	17
9	1
9	3
9	4
9	5
9	6
9	7
9	10
9	12
9	13
9	16
10	1
10	2
10	7
10	8
10	9
10	12
10	18
10	19
11	1
11	3
11	5
11	6
11	7
11	8
11	12
11	15
11	17
12	5
12	7
12	8
12	9
12	10
12	11
13	3
13	4
13	5
13	7
13	9
13	14
13	15
13	17
14	1
14	7
14	13
14	15
14	17
15	11
15	13
15	14
15	18
16	1
16	9
16	19
17	1
17	4
17	7
17	8
17	11
17	13
17	14
18	10
18	15
18	19
19	5
19	10
19	16
19	18
