22	22	122
1	3
1	12
1	13
1	16
1	19
2	11
2	17
2	19
2	21
3	1
3	9
3	12
3	15
3	19
4	9
4	13
4	16
5	6
5	7
5	8
5	19
6	5
6	9
6	11
6	17
6	21
7	5
7	8
7	9
7	11
7	17
7	22
8	5
8	7
8	9
8	15
8	16
8	17
8	21
9	3
9	4
9	6
9	7
9	8
9	16
9	18
9	19
9	21
10	12
10	15
10	17
10	19
11	2
11	6
11	7
11	18
11	19
12	1
12	3
12	10
12	13
12	14
12	15
12	16
12	17
13	1
13	4
13	12
13	17
13	20
14	12
14	17
14	20
15	3
15	8
15	10
15	12
15	16
15	20
15	22
16	1
16	4
16	8
16	9
16	12
16	15
16	22
17	2
17	6
17	7
17	8
17	10
17	12
17	13
17	14
17	22
18	9
18	11
19	1
19	2
19	3
19	5
19	9
19	10
19	11
19	20
20	13
20	14
20	15
20	19
20	21
21	2
21	6
21	8
21	9
21	20
21	22
22	7
22	15
22	16
22	17
22	21
