23	23	140
1	3
1	7
1	8
1	9
1	10
1	12
1	17
1	19
2	6
2	7
2	12
2	14
2	15
2	17
2	19
2	22
3	1
3	9
3	12
3	16
3	17
3	20
3	23
4	15
4	19
5	6
5	19
5	22
6	2
6	5
6	7
6	13
6	17
6	19
6	23
7	1
7	2
7	6
7	9
7	11
7	22
8	1
8	12
8	15
8	18
8	22
9	1
9	3
9	7
9	15
9	16
9	18
9	22
10	1
10	14
10	16
10	17
10	18
10	23
11	7
11	15
11	16
11	17
12	1
12	2
12	3
12	8
13	6
13	14
13	17
14	2
14	10
14	13
14	16
14	20
14	23
15	2
15	4
15	8
15	9
15	11
15	16
15	17
15	20
15	22
16	3
16	9
16	10
16	11
16	14
16	15
16	18
17	1
17	2
17	3
17	6
17	10
17	11
17	13
17	15
17	18
17	19
18	8
18	9
18	10
18	16
18	17
18	20
19	1
19	2
19	4
19	5
19	6
19	17
19	21
19	23
20	3
20	14
20	15
20	18
20	22
20	23
21	19
21	22
22	2
22	5
22	7
22	8
22	9
22	15
22	20
22	21
22	23
23	3
23	6
23	10
23	14
23	19
23	20
23	22
