22	22	136
1	2
1	4
1	6
1	9
1	14
1	15
1	17
1	18
1	19
1	22
2	1
2	3
2	14
2	15
2	18
2	19
2	20
3	2
3	5
3	9
3	12
3	17
3	19
4	1
4	14
4	15
4	20
5	3
5	10
5	14
5	19
6	1
6	9
6	13
6	14
6	15
6	16
7	8
7	10
7	12
7	18
7	20
8	7
8	10
8	13
8	16
8	17
8	18
8	20
9	1
9	3
9	6
9	19
9	20
10	5
10	7
10	8
10	18
11	15
11	17
12	3
12	7
12	13
12	16
12	18
13	6
13	8
13	12
13	18
13	19
14	1
14	2
14	4
14	5
14	6
14	16
14	17
14	21
14	22
15	1
15	2
15	4
15	6
15	11
15	17
15	18
15	19
15	20
16	6
16	8
16	12
16	14
16	22
17	1
17	3
17	8
17	11
17	14
17	15
17	22
18	1
18	2
18	7
18	8
18	10
18	12
18	13
18	15
18	19
18	20
18	21
19	1
19	2
19	3
19	5
19	9
19	13
19	15
19	18
19	20
20	2
20	4
20	7
20	8
20	9
20	15
20	18
20	19
21	14
21	18
21	22
22	1
22	14
22	16
22	17
22	21
