20	20	102
1	2
1	3
1	10
1	11
1	12
1	15
1	19
2	1
2	3
2	13
2	14
2	17
2	18
2	19
3	1
3	2
3	9
3	11
3	16
4	6
4	8
4	14
4	18
4	19
5	7
5	9
5	14
6	4
6	11
6	14
6	15
6	17
7	5
7	9
7	11
8	4
8	12
8	16
9	3
9	5
9	7
9	13
9	14
10	1
10	12
11	1
11	3
11	6
11	7
11	12
11	13
11	14
11	15
11	18
11	20
12	1
12	8
12	10
12	11
12	14
12	15
12	17
13	2
13	9
13	11
14	2
14	4
14	5
14	6
14	9
14	11
14	12
14	15
14	18
14	20
15	1
15	6
15	11
15	12
15	14
15	17
15	19
16	3
16	8
16	20
17	2
17	6
17	12
17	15
17	18
18	2
18	4
18	11
18	14
18	17
19	1
19	2
19	4
19	15
20	11
20	14
20	16
