25	25	134
1	4
1	6
1	8
1	9
1	17
1	20
1	24
1	25
2	7
2	11
2	16
2	20
2	23
3	10
3	13
3	15
3	16
3	24
3	25
4	1
4	5
4	6
4	15
4	16
5	4
5	12
5	15
5	20
5	23
6	1
6	4
6	9
6	22
6	25
7	2
7	9
7	17
7	22
7	24
7	25
8	1
8	10
8	12
8	15
8	16
8	21
8	23
9	1
9	6
9	7
9	12
10	3
10	8
10	18
10	25
11	2
11	16
12	5
12	8
12	9
12	17
12	20
12	22
12	25
13	3
13	15
13	18
13	21
13	23
14	15
14	18
15	3
15	4
15	5
15	8
15	13
15	14
15	25
16	2
16	3
16	4
16	8
16	11
16	24
16	25
17	1
17	7
17	12
17	18
17	19
18	10
18	13
18	14
18	17
18	22
18	25
19	17
19	23
19	24
20	1
20	2
20	5
20	12
20	23
21	8
21	13
22	6
22	7
22	12
22	18
22	24
23	2
23	5
23	8
23	13
23	19
23	20
23	25
24	1
24	3
24	7
24	16
24	19
24	22
25	1
25	3
25	6
25	7
25	10
25	12
25	15
25	16
25	18
25	23
