23	23	138
1	3
1	10
1	11
1	12
1	16
1	17
1	18
1	23
2	4
2	6
2	9
2	11
2	13
2	15
2	16
2	23
3	1
3	5
3	6
3	9
3	13
3	16
4	2
4	7
4	14
4	17
4	20
5	3
5	9
5	18
6	2
6	3
6	7
6	12
6	17
6	18
7	4
7	6
7	11
7	14
7	21
7	22
7	23
8	9
8	10
8	12
8	14
8	16
9	2
9	3
9	5
9	8
9	12
9	13
9	14
9	15
9	16
9	18
9	19
10	1
10	8
10	14
11	1
11	2
11	7
11	14
11	20
11	21
12	1
12	6
12	8
12	9
12	15
12	16
12	17
12	18
12	22
13	2
13	3
13	9
13	22
13	23
14	4
14	7
14	8
14	9
14	10
14	11
14	23
15	2
15	9
15	12
15	17
15	18
15	21
15	22
15	23
16	1
16	2
16	3
16	8
16	9
16	12
17	1
17	4
17	6
17	12
17	15
17	21
18	1
18	5
18	6
18	9
18	12
18	15
19	9
19	23
20	4
20	11
20	21
21	7
21	11
21	15
21	17
21	20
22	7
22	12
22	13
22	15
22	23
23	1
23	2
23	7
23	13
23	14
23	15
23	19
23	22
