24	24	158
1	2
1	4
1	7
1	10
1	21
1	23
2	1
2	8
2	9
2	18
2	19
2	20
2	22
2	23
2	24
3	4
3	10
3	13
3	14
3	15
3	20
3	22
4	1
4	3
4	17
4	23
5	10
5	12
5	17
5	18
5	22
5	23
6	8
6	14
6	17
6	19
7	1
7	10
7	11
7	12
7	20
7	21
8	2
8	6
8	10
8	16
8	18
8	19
9	2
9	15
9	17
9	22
10	1
10	3
10	5
10	7
10	8
10	11
10	18
10	20
10	22
11	7
11	10
11	13
11	14
11	15
11	16
11	17
11	19
11	22
11	23
12	5
12	7
12	13
12	15
12	20
12	21
12	23
13	3
13	11
13	12
13	14
13	16
13	23
14	3
14	6
14	11
14	13
14	15
14	16
15	3
15	9
15	11
15	12
15	14
15	18
15	19
16	8
16	11
16	13
16	14
16	17
16	20
16	22
16	24
17	4
17	5
17	6
17	9
17	11
17	16
17	21
18	2
18	5
18	8
18	10
18	15
18	19
18	21
19	2
19	6
19	8
19	11
19	15
19	18
19	24
20	2
20	3
20	7
20	10
20	12
20	16
20	22
21	1
21	7
21	12
21	17
21	18
21	22
22	2
22	3
22	5
22	9
22	10
22	11
22	16
22	20
22	21
23	1
23	2
23	4
23	5
23	11
23	12
23	13
24	2
24	16
24	19
