21	21	128
1	4
1	5
1	6
1	7
1	8
1	13
1	14
1	16
1	17
1	18
1	19
1	20
1	21
2	3
2	7
2	8
2	13
2	15
2	20
3	2
3	5
3	8
3	14
3	16
4	1
4	17
4	18
4	19
4	20
5	1
5	3
5	11
5	17
5	21
6	1
6	8
6	9
6	14
6	16
6	19
7	1
7	2
7	8
7	14
7	15
7	17
7	21
8	1
8	2
8	3
8	6
8	7
8	9
8	17
9	6
9	8
9	11
9	13
9	15
9	16
9	17
10	11
10	16
11	5
11	9
11	10
11	15
11	16
11	18
12	13
12	16
13	1
13	2
13	9
13	12
13	14
13	16
13	17
14	1
14	3
14	6
14	7
14	13
14	16
14	18
15	2
15	7
15	9
15	11
15	18
16	1
16	3
16	6
16	9
16	10
16	11
16	12
16	13
16	14
17	1
17	4
17	5
17	7
17	8
17	9
17	13
17	18
17	20
18	1
18	4
18	11
18	14
18	15
18	17
18	20
19	1
19	4
19	6
19	20
20	1
20	2
20	4
20	17
20	18
20	19
21	1
21	5
21	7
